article_name,primary_fraud_type_semantic,secondary_fraud_types_semantic,semantic_mention_counts_json,jurisdictions_json,sectors_json,channels_json,programs_json,actors_json,has_sar_guidance,has_regulatory_context,sar_guidance_json,regulatory_context_json,related_documents_json,quantitative_notes_json,fincen_id,doc_title,doc_date,doc_type,pdf_url,num_pages,num_chunks,total_chunks,high_signal_chunks
fin-2008-g005.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling | correspondent_banking | corruption_bribery,"{""money_laundering"": 6, ""terrorist_financing"": 2, ""sanctions_evasion"": 3, ""trade_based_money_laundering"": 6, ""bulk_cash_smuggling"": 6, ""correspondent_banking"": 5, ""corruption_bribery"": 5, ""human_trafficking"": 2, ""human_smuggling"": 2, ""ransomware_cyber"": 1, ""shell_front_companies"": 2, ""fraud_government_programs"": 1, ""proliferation_financing"": 1}","[""United States""]","[""depository_institution"", ""insurance"", ""securities""]",[],[],[],True,False,{},{},[],[],FIN-2008-G005,FinCEN Guidance-FIN-2008-G005,04/17/2008,advisory,https://www.fincen.gov/system/files/guidance/fin-2008-g005.pdf,2,8,8,3
fin-2008-g007.pdf,correspondent_banking,elder_romance_scam | money_laundering,"{""money_laundering"": 3, ""correspondent_banking"": 7, ""elder_romance_scam"": 7, ""bulk_cash_smuggling"": 3, ""virtual_assets_crypto"": 3, ""synthetic_identity"": 1, ""human_trafficking"": 1}","[""United States""]","[""casino"", ""depository_institution""]","[""ach""]",[],[],False,False,{},{},[],[],FIN-2008-G007,FinCEN Guidance-FIN-2008-G007,07/31/2008,advisory,https://www.fincen.gov/system/files/guidance/fin-2008-g007.pdf,4,16,16,1
fin-2008-g008.pdf,money_laundering,bulk_cash_smuggling | trade_based_money_laundering,"{""bulk_cash_smuggling"": 9, ""trade_based_money_laundering"": 9, ""virtual_assets_crypto"": 5, ""money_laundering"": 12, ""human_trafficking"": 2, ""sanctions_evasion"": 2, ""ransomware_cyber"": 1, ""correspondent_banking"": 3, ""elder_romance_scam"": 1}","[""United States""]","[""depository_institution"", ""msb"", ""securities""]","[""ach""]",[],[],False,False,{},{},[],[],FIN-2008-G008,FinCEN Guidance-FIN-2008-G008,09/10/2008,advisory,https://www.fincen.gov/system/files/guidance/fin-2008-g008.pdf,3,21,21,2
fin-2009-a001.pdf,elder_romance_scam,ransomware_cyber | money_laundering,"{""ransomware_cyber"": 13, ""elder_romance_scam"": 16, ""money_laundering"": 9, ""virtual_assets_crypto"": 1, ""fraud_government_programs"": 6, ""shell_front_companies"": 4, ""correspondent_banking"": 5, ""trade_based_money_laundering"": 2, ""structuring_smurfing"": 1, ""bulk_cash_smuggling"": 1, ""corruption_bribery"": 1, ""terrorist_financing"": 1}","[""United States""]","[""depository_institution""]","[""ach"", ""wire""]",[],[],True,False,{},{},[],[],FIN-2009-A001,FinCEN Advisory – FIN-2009-A001,04/06/2009,advisory,https://www.fincen.gov/system/files/guidance/fin-2009-a001.pdf,4,32,32,7
fin-2009-a002.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling | ransomware_cyber | sanctions_evasion,"{""money_laundering"": 11, ""ransomware_cyber"": 5, ""sanctions_evasion"": 5, ""terrorist_financing"": 2, ""proliferation_financing"": 4, ""correspondent_banking"": 5, ""trade_based_money_laundering"": 9, ""bulk_cash_smuggling"": 8, ""elder_romance_scam"": 1, ""shell_front_companies"": 1}","[""North Korea"", ""United States""]","[""depository_institution"", ""insurance""]","[""ach"", ""cash""]",[],"[""courier""]",True,False,{},{},[],[],FIN-2009-A002,FinCEN Advisory – FIN-2009-A002,06/18/2009,advisory,https://www.fincen.gov/system/files/advisory/fin-2009-a002.pdf,3,21,21,2
fin-2009-a003.pdf,money_laundering,sanctions_evasion | correspondent_banking | trade_based_money_laundering,"{""money_laundering"": 15, ""correspondent_banking"": 8, ""sanctions_evasion"": 11, ""trade_based_money_laundering"": 7, ""virtual_assets_crypto"": 2, ""structuring_smurfing"": 1, ""terrorist_financing"": 2, ""bulk_cash_smuggling"": 3, ""human_trafficking"": 1, ""elder_romance_scam"": 3, ""shell_front_companies"": 1}","[""United States""]","[""casino"", ""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],FIN-2009-A003,FinCEN Advisory – FIN-2009-A003,07/01/2009,advisory,https://www.fincen.gov/system/files/advisory/fin-2009-a003.pdf,3,25,25,4
fin-2009-a004.pdf,money_laundering,trade_based_money_laundering | terrorist_financing | sanctions_evasion,"{""money_laundering"": 9, ""sanctions_evasion"": 5, ""trade_based_money_laundering"": 7, ""terrorist_financing"": 7, ""proliferation_financing"": 4, ""virtual_assets_crypto"": 2, ""bulk_cash_smuggling"": 4, ""correspondent_banking"": 2}","[""Iran"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],FIN-2009-A004,FinCEN Advisory – FIN-2009-A004,07/10/2009,advisory,https://www.fincen.gov/system/files/advisory/fin-2009-a004.pdf,3,15,15,0
fin-2009-a005.pdf,money_laundering,correspondent_banking | sanctions_evasion,"{""money_laundering"": 3, ""sanctions_evasion"": 2, ""correspondent_banking"": 2, ""trade_based_money_laundering"": 1, ""bulk_cash_smuggling"": 1}","[""United States""]","[""depository_institution""]","[""wire""]",[],[],False,False,{},{},[],[],FIN-2009-A005,FinCEN Advisory – FIN-2009-A005,07/23/2009,advisory,https://www.fincen.gov/system/files/advisory/fin-2009-a005.pdf,1,4,4,1
fin-2009-a006.pdf,money_laundering,ransomware_cyber | shell_front_companies | fraud_government_programs,"{""ransomware_cyber"": 10, ""money_laundering"": 18, ""fraud_government_programs"": 9, ""virtual_assets_crypto"": 3, ""shell_front_companies"": 9, ""sanctions_evasion"": 3, ""trade_based_money_laundering"": 3, ""human_trafficking"": 2, ""corruption_bribery"": 1, ""elder_romance_scam"": 1, ""correspondent_banking"": 3, ""structuring_smurfing"": 2, ""terrorist_financing"": 3}","[""United States""]","[""depository_institution"", ""securities""]","[""ach"", ""card""]","[""eip""]",[],True,False,{},{},[],[],FIN-2009-A006,FinCEN Advisory – FIN-2009-A006,10/14/2009,advisory,https://www.fincen.gov/system/files/advisory/fin-2009-a006.pdf,6,28,28,8
fin-2009-a007.pdf,money_laundering,trade_based_money_laundering | sanctions_evasion | proliferation_financing | terrorist_financing,"{""sanctions_evasion"": 9, ""money_laundering"": 12, ""terrorist_financing"": 6, ""trade_based_money_laundering"": 9, ""bulk_cash_smuggling"": 2, ""virtual_assets_crypto"": 1, ""proliferation_financing"": 7, ""ransomware_cyber"": 1, ""structuring_smurfing"": 1, ""correspondent_banking"": 1}","[""Iran"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],FIN-2009-A007,FinCEN Advisory – FIN-2009-A007,10/29/2009,advisory,https://www.fincen.gov/system/files/advisory/fin-2009-a007.pdf,4,23,23,1
fin-2009-g001.pdf,correspondent_banking,money_laundering | trade_based_money_laundering,"{""money_laundering"": 9, ""trade_based_money_laundering"": 6, ""correspondent_banking"": 10, ""elder_romance_scam"": 2, ""bulk_cash_smuggling"": 1}","[""United States""]","[""depository_institution"", ""insurance"", ""real_estate""]","[""ach"", ""atm""]","[""eip""]",[],True,True,{},{},[],[],FIN-2009-G001,FinCEN Guidance– FIN-2009-G001,04/27/2009,advisory,https://www.fincen.gov/system/files/guidance/fin-2009-g001.pdf,4,14,14,0
fin-2009-g002.pdf,money_laundering,correspondent_banking | sanctions_evasion,"{""money_laundering"": 6, ""sanctions_evasion"": 4, ""correspondent_banking"": 6, ""terrorist_financing"": 1, ""proliferation_financing"": 1, ""trade_based_money_laundering"": 2, ""bulk_cash_smuggling"": 1, ""ransomware_cyber"": 1, ""shell_front_companies"": 2, ""fraud_government_programs"": 1}","[""United States""]","[""depository_institution"", ""insurance"", ""securities""]",[],[],[],True,True,{},{},[],[],FIN-2009-G002,FinCEN Guidance – FIN-2009-G002,06/16/2009,advisory,https://www.fincen.gov/system/files/guidance/fin-2009-g002.pdf,2,16,16,0
fin-2010-a001.pdf,bulk_cash_smuggling,trade_based_money_laundering | money_laundering | human_trafficking,"{""money_laundering"": 35, ""ransomware_cyber"": 3, ""bulk_cash_smuggling"": 39, ""sanctions_evasion"": 3, ""trade_based_money_laundering"": 35, ""correspondent_banking"": 16, ""human_trafficking"": 19, ""human_smuggling"": 8, ""virtual_assets_crypto"": 10, ""shell_front_companies"": 7, ""terrorist_financing"": 1, ""corruption_bribery"": 1, ""elder_romance_scam"": 1, ""synthetic_identity"": 1, ""structuring_smurfing"": 3, ""proliferation_financing"": 1}","[""China"", ""Colombia"", ""Mexico"", ""Panama"", ""United States"", ""Venezuela""]","[""depository_institution"", ""msb""]","[""atm"", ""cash"", ""wire""]",[],"[""courier"", ""dto"", ""tco""]",True,True,{},{},[],[],FIN-2010-A001,FinCEN Advisory – FIN-2010-A001,02/18/2010,advisory,https://www.fincen.gov/system/files/advisory/fin-2010-a001.pdf,8,67,67,8
fin-2010-a002.pdf,sanctions_evasion,money_laundering | trade_based_money_laundering,"{""sanctions_evasion"": 23, ""money_laundering"": 18, ""terrorist_financing"": 5, ""trade_based_money_laundering"": 13, ""virtual_assets_crypto"": 1, ""proliferation_financing"": 7, ""ransomware_cyber"": 2, ""correspondent_banking"": 6, ""structuring_smurfing"": 2, ""bulk_cash_smuggling"": 1, ""shell_front_companies"": 1}","[""Iran"", ""North Korea"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2010-A002,FinCEN Advisory - FIN-2010-A002,03/18/2010,advisory,https://www.fincen.gov/system/files/advisory/2016-07-13/fin-2010-a002.pdf,7,36,36,2
fin-2010-a003.pdf,money_laundering,sanctions_evasion | terrorist_financing,"{""sanctions_evasion"": 12, ""money_laundering"": 19, ""terrorist_financing"": 12, ""trade_based_money_laundering"": 7, ""bulk_cash_smuggling"": 3, ""virtual_assets_crypto"": 2, ""proliferation_financing"": 6, ""ransomware_cyber"": 2, ""structuring_smurfing"": 1, ""correspondent_banking"": 2, ""shell_front_companies"": 1}","[""Ukraine"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2010-A003,FinCEN Advisory - FIN-2010-A003,03/18/2010,advisory,https://www.fincen.gov/system/files/advisory/fin-2010-a003.pdf,10,30,30,4
fin-2010-a004.pdf,sanctions_evasion,money_laundering | correspondent_banking | trade_based_money_laundering,"{""sanctions_evasion"": 4, ""correspondent_banking"": 2, ""money_laundering"": 3, ""trade_based_money_laundering"": 2, ""terrorist_financing"": 1}","[""China"", ""Russia"", ""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],FIN-2010-A004,FinCEN Advisory – FIN-2010-A004,03/29/2010,advisory,https://www.fincen.gov/system/files/advisory/fin-2010-a004.pdf,2,8,8,1
fin-2010-a005.pdf,elder_romance_scam,money_laundering | correspondent_banking | fraud_government_programs | ransomware_cyber,"{""money_laundering"": 15, ""ransomware_cyber"": 10, ""bulk_cash_smuggling"": 2, ""sanctions_evasion"": 1, ""fraud_government_programs"": 12, ""elder_romance_scam"": 18, ""correspondent_banking"": 13, ""shell_front_companies"": 3, ""virtual_assets_crypto"": 1, ""trade_based_money_laundering"": 3, ""terrorist_financing"": 2}","[""United States""]","[""depository_institution"", ""insurance""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2010-A005,FinCEN Advisory - FIN-2010-A005,04/27/2010,advisory,https://www.fincen.gov/system/files/advisory/fin-2010-a005.pdf,7,39,39,20
fin-2010-a006.pdf,ransomware_cyber,money_laundering | elder_romance_scam,"{""money_laundering"": 16, ""ransomware_cyber"": 20, ""bulk_cash_smuggling"": 2, ""sanctions_evasion"": 3, ""elder_romance_scam"": 10, ""virtual_assets_crypto"": 4, ""fraud_government_programs"": 8, ""terrorist_financing"": 3, ""shell_front_companies"": 8, ""human_trafficking"": 2, ""trade_based_money_laundering"": 3, ""correspondent_banking"": 3, ""proliferation_financing"": 1}","[""United States""]","[""depository_institution"", ""msb"", ""securities""]","[""ach"", ""card""]",[],[],True,True,{},{},[],[],FIN-2010-A006,FinCEN Advisory – FIN-2010-A006,06/17/2010,advisory,https://www.fincen.gov/system/files/advisory/fin-2010-a006.pdf,5,31,31,21
fin-2010-a007.pdf,bulk_cash_smuggling,trade_based_money_laundering | money_laundering,"{""money_laundering"": 16, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 20, ""sanctions_evasion"": 2, ""trade_based_money_laundering"": 21, ""correspondent_banking"": 5, ""virtual_assets_crypto"": 5, ""structuring_smurfing"": 1, ""shell_front_companies"": 1, ""human_trafficking"": 1, ""human_smuggling"": 1}","[""Mexico"", ""United States""]","[""depository_institution""]","[""ach"", ""card"", ""wire""]","[""eip""]","[""courier""]",True,False,{},{},[],[],FIN-2010-A007,FinCEN Advisory – FIN-2010-A007,06/21/2010,advisory,https://www.fincen.gov/system/files/advisory/fin-2010-a007.pdf,7,35,35,4
fin-2010-a008.pdf,correspondent_banking,money_laundering | terrorist_financing | sanctions_evasion | proliferation_financing,"{""money_laundering"": 28, ""terrorist_financing"": 21, ""ransomware_cyber"": 2, ""proliferation_financing"": 20, ""sanctions_evasion"": 19, ""correspondent_banking"": 40, ""virtual_assets_crypto"": 9, ""trade_based_money_laundering"": 14, ""elder_romance_scam"": 2, ""synthetic_identity"": 1, ""bulk_cash_smuggling"": 8}","[""Afghanistan"", ""China"", ""Iran"", ""Russia"", ""United States"", ""Venezuela""]","[""depository_institution"", ""insurance""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2010-A008,FinCEN Advisory - FIN-2010-A008,06/22/2010,advisory,https://www.fincen.gov/system/files/advisory/fin-2010-a008.pdf,8,111,111,7
fin-2011-a002.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling,"{""money_laundering"": 10, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 5, ""terrorist_financing"": 4, ""proliferation_financing"": 1, ""sanctions_evasion"": 2, ""trade_based_money_laundering"": 5, ""corruption_bribery"": 3, ""correspondent_banking"": 4, ""shell_front_companies"": 2}","[""United States""]","[""depository_institution""]",[],[],[],True,True,{},{},[],[],FIN-2011-A002,FinCEN Advisory - FIN-2011-A002,02/16/2011,advisory,https://www.fincen.gov/system/files/advisory/fin-2011-a002.pdf,2,13,13,3
fin-2011-a003.pdf,elder_romance_scam,money_laundering | correspondent_banking,"{""money_laundering"": 17, ""ransomware_cyber"": 5, ""bulk_cash_smuggling"": 4, ""sanctions_evasion"": 2, ""correspondent_banking"": 10, ""elder_romance_scam"": 18, ""fraud_government_programs"": 2, ""human_trafficking"": 2, ""virtual_assets_crypto"": 1, ""shell_front_companies"": 2, ""trade_based_money_laundering"": 1}",[],"[""depository_institution""]","[""atm""]",[],[],True,False,{},{},[],[],FIN-2011-A003,FinCEN Advisory - FIN-2011-A003,02/22/2011,advisory,https://www.fincen.gov/system/files/advisory/fin-2011-a003.pdf,3,31,31,5
guidance_fi_increasing_mlt_iranian.pdf,proliferation_financing,sanctions_evasion | money_laundering | trade_based_money_laundering | terrorist_financing,"{""money_laundering"": 2, ""trade_based_money_laundering"": 2, ""proliferation_financing"": 4, ""terrorist_financing"": 2, ""sanctions_evasion"": 2, ""shell_front_companies"": 1}","[""Iran"", ""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],FIN-2007-A001,FinCEN Advisory – FIN-2007-A001,10/01/2007,advisory,https://www.fincen.gov/system/files/guidance/guidance_fi_increasing_mlt_iranian.pdf,2,4,4,1
